brand,model,screen_size,color,harddisk,cpu,ram,os,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,cpu_brand,cpu_type,cpu_speed_ghz,ram_gb,storage_size_gb,storage_type,screen_size_inches,price_per_gb_ram,storage_efficiency,performance_tier
Asus,Asus Vivobook 16 Laptop,16 Inches,Quiet Blue,512 Gb,Ryzen 7 5800H,12 Gb,Windows 11 Home,Unknown,Integrated,Amd Radeon Graphics,Unknown,4.2,629.0,Other,Ryzen 7,0.0,12.0,512,Unknown,16.0,48.38461538461539,512.0,Mid-Range
Dell,Dell Inspiron,13.3 Inches,Era Gray,256 Gb,Core i7,8 Gb,Windows 10 Home,"Backlit Keyboard,Spill-Resistant",Amd Radeon,Unknown,Unknown,3.7,598.99,Other,i7,0.0,8.0,256,Unknown,13.3,66.55444444444444,256.0,Mid-Range
Lenovo,20Vk0019Us,13.3 Inches,Black,512 Gb,Core i7,16 Gb,Windows 10 Pro,"Fingerprint Reader,Pen",Integrated,Unknown,Unknown,3.7,849.0,Other,i7,0.0,16.0,512,Unknown,13.3,49.94117647058823,512.0,High-End
Dell,Alienware M17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side Of The Moon,512 Gb,AMD Ryzen 7,12 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 3060,Unknown,4.2,1486.99,AMD,Ryzen 7,0.0,12.0,512,Unknown,17.3,114.38384615384615,512.0,Mid-Range
Panasonic,Panasonic Toughbook,13.1 Inches,Silver/Black,1 Tb,Core i5,16 Gb,Windows 10,Backlit Keyboard,Integrated,Unknown,Unknown,4.2,599.99,Other,i5,0.0,16.0,1,Unknown,13.1,35.29352941176471,1.0,Mid-Range
Dell,G15 5521 Laptop,15.6 Inches,Black,1000 Gb,Core i9,16 Gb,Windows 10 Home,Unknown,Integrated,Nvidia Geforce Rtx 3070 Ti,Unknown,4.2,1767.99,Other,i9,0.0,16.0,1000,Unknown,15.6,103.99941176470588,1000.0,High-End
Dell,Latitude 7320 Detachable 2-In-1,13 Inches,Black,1000 Gb,Core i5,16 Gb,Windows 11 Home,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,899.74,Other,i5,0.0,16.0,1000,Unknown,13.0,52.92588235294118,1000.0,Mid-Range
Dell,Precision 7770,17 Inches,Black,512 Gb,Intel Core i9,32 Gb,Windows 11 Pro,Anti-Glare,Dedicated,Nvidia Rtx A5500 16Gb Gddr6,Unknown,4.2,3345.99,Intel,i9,0.0,32.0,512,Unknown,17.0,101.39363636363636,512.0,High-End
Lenovo,Chromebook,14 Inches,Gray,32 Mb,Core i7,4 Gb,Chrome Os,Backlit Keyboard,Integrated,Amd Radeon R5,Unknown,4.1,289.0,Other,i7,0.0,4.0,32,Unknown,14.0,57.8,32.0,Budget
Dell,Latitude 7440,14 Inches,Black,512 Gb,Intel Core i7,32 Gb,Windows 11 Pro,Anti-Glare,Integrated,Intel Iris Xe Graphics,Unknown,4.2,1535.99,Intel,i7,0.0,32.0,512,Unknown,14.0,46.54515151515152,512.0,High-End
Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,1000 Gb,Core i5,16 Gb,Windows 11 Pro,Unknown,Integrated,Intel Integrated Graphics,Unknown,5.0,1499.99,Other,i5,0.0,16.0,1000,Unknown,14.0,88.23470588235294,1000.0,Mid-Range
Asus,Asus Vivobook 17X,17.3 Inches,Blue,512 Gb,Ryzen 7 5800H,8 Gb,Windows 11 Home,Fingerprint Sensor,Integrated,Unknown,Unknown,3.8,743.66,Other,Ryzen 7,0.0,8.0,512,Unknown,17.3,82.62888888888888,512.0,Mid-Range
Msi,Summit E13Flipevo A13Mt-220Us,13.4 Inches,Ink Black,1 Tb,Core i7,32 Gb,Windows 11 Pro,Unknown,Integrated,Intel Iris,Unknown,4.2,1599.0,Other,i7,0.0,32.0,1,Unknown,13.4,48.45454545454545,1.0,High-End
Acer,A515-57G-58R7,15.6 Inches,Gray,512 Gb,Intel Core i5,8 Gb,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,Unknown,Unknown,4.2,879.99,Intel,i5,0.0,8.0,512,Unknown,15.6,97.77666666666667,512.0,Budget
Dell,Latitude 9520 Laptop,15 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,4.2,986.99,Other,i7,0.0,16.0,512,Unknown,15.0,58.05823529411765,512.0,High-End
Dell,Precision 5560,15.6 Inches,Black,1 Tb,Intel Core i9,16 Gb,Windows 10 Pro,Unknown,Integrated,Nvidia Rtx A2000 W/4Gb,2.6 Ghz,4.2,2499.99,Intel,i9,0.0,16.0,1,Unknown,15.6,147.05823529411762,1.0,High-End
Samsung,Xe350Xba-K05Us,15.6 Inches,Silver,512 Gb,Celeron N4000,4 Gb,Windows 10,Unknown,Integrated,Unknown,2.6,4.2,268.99,Other,Celeron,0.0,4.0,512,Unknown,15.6,53.798,512.0,Entry-Level
Acer,Tmp614-51-G2-5442,14 Inches,Black,512 Gb,Core i5,Unknown,Windows 10 Pro,Fingerprint Reader,Integrated,Intel Uhd Graphics,4.4 Ghz,4.1,1026.99,Other,i5,0.0,0.0,512,Unknown,14.0,1026.99,512.0,Entry-Level
Dell,Precision 7000,16 Inches,Black,1 Tb,Core i9,64 Gb,Windows 11 Pro,Anti-Glare Screen,Rtx 3500 Ada,Nvidia Rtx 3500 Ada,Unknown,4.2,3999.99,Other,i9,0.0,64.0,1,Unknown,16.0,61.53830769230769,1.0,High-End
Asus,Rog Strix Scar G533Z,15.6 Inches,Off Black,1 Tb,Intel Core i9,32 Gb,Windows 11 Home,"Hd Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,4.2,2249.0,Intel,i9,0.0,32.0,1,Unknown,15.6,68.15151515151516,1.0,High-End
Asus,Cr1100Fka-Yz182T-S,11.6 Inches,Black,32 Gb,Celeron N,8 Gb,Chrome Os,Spill Resistant,Integrated,Intel Uhd Graphics,Unknown,4.2,444.99,Other,Celeron,0.0,8.0,32,Unknown,11.6,49.443333333333335,32.0,Entry-Level
Panasonic,Panasonic Toughbook,15.4 Inches,Silver/Black,480 Gb,Core i5,16 Gb,Windows 10 Pro,"Stereo,Stereo/",Integrated,Unknown,Unknown,5.0,606.89,Other,i5,0.0,16.0,480,Unknown,15.4,35.69941176470588,480.0,Mid-Range
Asus,Vi F5,15.6 Inches,Gray,128 Gb,Intel Core i3,8 Gb,Windows 11,"Backlit Keyboard,Fingerprint Reader",Integrated,Unknown,Unknown,4.2,370.23,Intel,i3,0.0,8.0,128,Unknown,15.6,41.13666666666667,128.0,Budget
Apple,Macbook Pro,16 Inches,Silver,1 Tb,Core i9 7960X,16 Gb,Mac Os,Unknown,Dedicated,Intel Uhd Graphics 630,Unknown,4.7,1419.0,Other,i9,0.0,16.0,1,Unknown,16.0,83.47058823529412,1.0,High-End
Dell,Precision 3000,14 Inches,Black,512 Gb,Core i7,16 Gb,Windows 10,Anti-Glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,1910.62,Other,i7,0.0,16.0,512,Unknown,14.0,112.38941176470587,512.0,High-End
Lenovo,Thinkcentre M90S Gen 3,Unknown,Black,512 Gb,Core i7-10700T,16 Gb,Windows 11,Security Slot,Unknown,Unknown,Unknown,4.2,1169.0,Other,i7,0.0,16.0,512,Unknown,0.0,68.76470588235294,512.0,High-End
Lenovo,Ideapad Slim 7 Pro 14Ihu5,14 Inches,Slate Gray,512 Gb,Core i5 Family,16 Gb,Windows 11 Home,Unknown,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.3,711.99,Other,i5,0.0,16.0,512,Unknown,14.0,41.881764705882354,512.0,Mid-Range
Asus,Asus Vivobook,15.6 Inches,Black,128 Gb,Core i7,4 Gb,Windows 10 Home,Unknown,Dedicated,Amd Radeon R7,Unknown,4.1,319.0,Other,i7,0.0,4.0,128,Unknown,15.6,63.8,128.0,Budget
Panasonic,Cf-52 Mk5,15.4 Inches,Grey/Black,240 Gb,Core i5,8 Gb,Windows 10,Stereo Speakers,Dedicated,Unknown,Unknown,3.9,450.0,Other,i5,0.0,8.0,240,Unknown,15.4,50.0,240.0,Budget
Lenovo,Ideapad 3 Lenovo,15.6 Inches,Abyss Blue,512 Gb,Core i5 Family,16 Gb,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,Unknown,Unknown,4.2,659.99,Other,i5,0.0,16.0,512,Unknown,15.6,38.822941176470586,512.0,Mid-Range
Lenovo,Lenovo,15.6 Inches,Iron Grey,256 Gb,Intel Core i5,12 Gb,Windows 10,Unknown,Integrated,Intel,Unknown,4.4,899.99,Intel,i5,0.0,12.0,256,Unknown,15.6,69.23,256.0,Mid-Range
Msi,Creator M16 B13Ve-1251Us,16 Inches,Black,1 Tb,Core i9,16 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4070,Unknown,4.2,1599.0,Other,i9,0.0,16.0,1,Unknown,16.0,94.05882352941177,1.0,High-End
Lenovo,130-15Ast,15.6 Inches,Black,128 Gb,AMD A Series,4 Gb,Windows 10 Home,Unknown,Dedicated,Amd Radeon R5,Unknown,4.2,399.99,AMD,Other,0.0,4.0,128,Unknown,15.6,79.998,128.0,Entry-Level
Lg,16Z90R-N.Apc5U1,16 Inches,Charcoal Gray,512 Gb,Core i5,8 Gb,Windows 11 Pro,Unknown,Integrated,Intel Hd Graphics 520,Unknown,4.2,978.99,Other,i5,0.0,8.0,512,Unknown,16.0,108.77666666666667,512.0,Budget
Dell,Latitude,15.6 Inches,Black,2 Tb,Core i5,32 Gb,Windows 10 Pro,Unknown,Integrated,Intel Iris Xe Graphics,Unknown,5.0,1481.86,Other,i5,0.0,32.0,2,Unknown,15.6,44.90484848484848,2.0,Mid-Range
Dell,Inspiron,14 Inches,Silver,2 Tb,Core i7 Family,64 Gb,Windows 11 Home,Unknown,Integrated,Intel Iris Xe Graphics,Unknown,5.0,993.23,Other,i7,0.0,64.0,2,Unknown,14.0,15.28046153846154,2.0,High-End
Dell,5300,13.3 Inches,Gray,256 Gb,Core i7 Family,16 Gb,Windows 10 Pro,Backlit Keyboard,Integrated,Unknown,Unknown,4.2,1499.0,Other,i7,0.0,16.0,256,Unknown,13.3,88.17647058823529,256.0,High-End
Hp,Elitebook 820G3,12.5 Inches,Black,500 Gb,Core i7,8 Gb,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,Unknown,Integrated,Integrated Graphics,Unknown,4.2,248.98,Other,i7,0.0,8.0,500,Unknown,12.5,27.66444444444444,500.0,Mid-Range
Lenovo,Thinkpad P16 G1,16 Inches,Storm Grey,2 Tb,Core i7 Family,32 Gb,Windows 11 Pro,"Fingerprint Reader, Trackpoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,Unknown,Unknown,2.5,2119.0,Other,i7,0.0,32.0,2,Unknown,16.0,64.21212121212122,2.0,High-End
Lg,15Zb90Q-V.Ars5U1,15 Inches,Black,512 Gb,Core i5,8 Gb,Windows 11 Home,Unknown,Integrated,Unknown,3.3,4.2,1469.44,Other,i5,0.0,8.0,512,Unknown,15.0,163.2711111111111,512.0,Budget
Dell,Alienware M15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side Of The Moon,1000 Gb,AMD Ryzen 7,32 Gb,Windows 10 Home,Wifi & Bluetooth,Nvidia Geforce Rtx 3070,Unknown,Unknown,4.2,1986.99,AMD,Ryzen 7,0.0,32.0,1000,Unknown,15.6,60.21181818181818,1000.0,High-End
Msi,Msi Katana 15,15.6 Inches,Black,1 Tb,Core i7,16 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 4070,Unknown,4.4,1349.49,Other,i7,0.0,16.0,1,Unknown,15.6,79.38176470588235,1.0,High-End
Dell,Latitude 5000,14 Inches,Titan Gray,256 Gb,Core i5,8 Gb,Windows 10 Pro,Anti-Glare Screen,Iris Xe Graphics,Unknown,Unknown,4.2,726.07,Other,i5,0.0,8.0,256,Unknown,14.0,80.67444444444445,256.0,Budget
Msi,Creatorpro M15 A11Uis-1292Us,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Thin Bezel,Dedicated,Unknown,Unknown,4.2,1099.99,Other,i7,0.0,16.0,512,Unknown,15.6,64.70529411764706,512.0,High-End
Hp,Hp Envy,14 Inches,Black,1 Tb,Core i3,8 Gb,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Hd Graphics 520,Unknown,4.6,587.99,Other,i3,0.0,8.0,1,Unknown,14.0,65.33222222222223,1.0,Budget
Hp,14-Fq0013Dx,14 Inches,Black,512 Gb,AMD A Series,4 Gb,Windows 10 S,Unknown,Unknown,Unknown,Unknown,4.3,207.99,AMD,Other,0.0,4.0,512,Unknown,14.0,41.598,512.0,Entry-Level
Dell,Precision 3000,15.6 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11,Anti-Glare Screen,Rtx A500,Nvidia Rtx A500,Unknown,4.2,1910.11,Other,i7,0.0,16.0,512,Unknown,15.6,112.35941176470588,512.0,High-End
Hp,Hp Laptop 15-Dy2031Nr,15.6 Inches,Black,512 Gb,Core i3,8 Gb,Windows 11,Unknown,Integrated,Unknown,Unknown,5.0,479.99,Other,i3,0.0,8.0,512,Unknown,15.6,53.33222222222222,512.0,Budget
Acer,Cp311-2H-C3Ka,11.6 Inches,Silver,64 Gb,Celeron N,4 Gb,Chrome Os,Unknown,Integrated,Intel,Unknown,4.5,316.39,Other,Celeron,0.0,4.0,64,Unknown,11.6,63.278,64.0,Entry-Level
Hp,056-01-4094,11.6 Inches,Black,32 Gb,MediaTek MT8183,4 Gb,Chrome Os,Stereo Speakers,Integrated,Mediatek Integrated,Unknown,4.2,168.0,Other,Other,0.0,4.0,32,Unknown,11.6,33.6,32.0,Entry-Level
Lenovo,Thinkbook 14S Yoga G2 Iap,14 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,5.0,1209.0,Other,i7,0.0,16.0,512,Unknown,14.0,71.11764705882354,512.0,High-End
Dell,Dell Xps 17 9720,17 Inches,Platinum Silver,1 Tb,Intel Core i9,32 Gb,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, 32 Gb Ram",Integrated,Unknown,Unknown,4.2,2999.0,Intel,i9,0.0,32.0,1,Unknown,17.0,90.87878787878788,1.0,High-End
Dell,Latitude 7000,14 Inches,Carbon Fiber,256 Gb,Core i5,16 Gb,Windows 10 Pro,Anti-Glare Screen,Iris Xe Graphics,Unknown,Unknown,4.2,798.0,Other,i5,0.0,16.0,256,Unknown,14.0,46.94117647058823,256.0,Mid-Range
Dell,Xps,13.4 Inches,Evo I7-1260P,1 Tb,Core i7,16 Gb,Windows 11,Backlit Keyboard,Integrated,Unknown,Unknown,4.2,1355.84,Other,i7,0.0,16.0,1,Unknown,13.4,79.75529411764705,1.0,High-End
Toughbook,Cf-54F9001Km,14 Inches,Black,512 Gb,Core i5,16 Gb,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Hd Graphics 520,Unknown,4.2,1195.0,Other,i5,0.0,16.0,512,Unknown,14.0,70.29411764705883,512.0,Mid-Range
Microsoft,Surface Laptop,15 Inches,Matte Black,512 Gb,Ryzen 7,16 Gb,Windows 10 Home,Unknown,Integrated,Amd Radeon Rx Vega 11,Unknown,4.1,1299.0,Other,Ryzen 7,0.0,16.0,512,Unknown,15.0,76.41176470588235,512.0,High-End
Dell,M,15.6 Inches,Black,1 Tb,AMD R Series,32 Gb,Windows 11,Unknown,Geforce Rtx 3070,Nvidia Geforce Rtx 3070,Unknown,3.5,1962.99,AMD,Other,0.0,32.0,1,Unknown,15.6,59.484545454545454,1.0,Mid-Range
Hp,Hp Probook,14 Inches,Black,320 Gb,Core i5,4 Gb,Windows 7 Professional,Unknown,Integrated,Intel Hd Graphics 3000,2.5 Ghz,5.0,124.0,Other,i5,0.0,4.0,320,Unknown,14.0,24.8,320.0,Budget
Panasonic,Panasonic Toughbook,12 Inches,Silver Black,512,Intel Core i7,16 Gb,Windows 10,Pen,Integrated,Unknown,Unknown,4.2,1773.99,Intel,i7,0.0,16.0,512,Unknown,12.0,104.35235294117648,512.0,High-End
Dell,Precision 7770,17.3 Inches,Black,512 Gb,Intel Core i7,64 Gb,Windows 11 Pro,Unknown,Integrated,Nvidia Geforce Rtx A4500,4.8 Ghz,4.2,3376.64,Intel,i7,0.0,64.0,512,Unknown,17.3,51.948307692307694,512.0,High-End
Dell,Xps 17 9700,17 Inches,Silver,1 Tb,Core i9,32 Gb,Windows 10 Home,Unknown,Nvidia Rtx 2060,Nvidia Geforce Rtx 2060,Unknown,4.1,4999.0,Other,i9,0.0,32.0,1,Unknown,17.0,151.4848484848485,1.0,High-End
Msi,Modern 14 C13M-621Us,14 Inches,Urban Silver,1 Tb,Core i7,16 Gb,Windows 11 Home,Unknown,Integrated,Intel Iris,Unknown,5.0,839.99,Other,i7,0.0,16.0,1,Unknown,14.0,49.41117647058824,1.0,High-End
Lenovo,Thinkpad P16 Gen 1,16 Inches,Black,512 Gb,Core i7 Family,16 Gb,Windows 11 Pro,Backlit Keyboard,Integrated,Unknown,Unknown,4.5,1499.0,Other,i7,0.0,16.0,512,Unknown,16.0,88.17647058823529,512.0,High-End
Acer,C732-C6Wu,11.6 Inches,Grey,32 Gb,Celeron N3350,4 Gb,Chrome Os,Memory Card Slot,Integrated,Unknown,Unknown,4.4,334.99,Other,Celeron,0.0,4.0,32,Unknown,11.6,66.998,32.0,Entry-Level
Hp,16-F2013Dx,16 Inches,Black,512 Gb,Intel Core i7,16 Gb,Windows 11 Home,Backlit Keyboard,Dedicated,Intel Iris Xe Graphics,Unknown,4.2,1400.0,Intel,i7,0.0,16.0,512,Unknown,16.0,82.3529411764706,512.0,High-End
Dell,Latitude 7000,16 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,Anti-Glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,1599.99,Other,i7,0.0,16.0,512,Unknown,16.0,94.11705882352942,512.0,High-End
Lenovo,Thinkpad E15 Gen 4,15.6 Inches,Black,512 Gb,Ryzen 5,16 Gb,Windows 11,Anti-Glare Screen,Radeon Graphics,Amd Radeon Graphics,Unknown,4.2,864.14,Other,Ryzen 5,0.0,16.0,512,Unknown,15.6,50.83176470588235,512.0,Mid-Range
Dell,Xps 17 9720,17 Inches,Black,2 Tb,Intel Core i9,64 Gb,Windows 11 Pro,Unknown,Dedicated,Nvidia Geforce Rtx 3060,4 Ghz,5.0,3399.99,Intel,i9,0.0,64.0,2,Unknown,17.0,52.307538461538456,2.0,High-End
Lenovo,300E Chromebook 2Nd Gen,11.6 Inches,Black,512 Gb,Celeron,8 Gb,Chrome Os,Anti-Glare Screen,Uhd Graphics 600,Intel Uhd Graphics 600,Unknown,4.2,282.67,Other,Celeron,0.0,8.0,512,Unknown,11.6,31.40777777777778,512.0,Entry-Level
Lenovo,Chromebook,11.6 Inches,Black,32 Gb,A-Series,4 Gb,Chrome Os,Anti-Glare,Integrated,Unknown,Unknown,4.2,253.46,Other,Other,0.0,4.0,32,Unknown,11.6,50.692,32.0,Entry-Level
Lenovo,Thinkbook 14 G4 Iap,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11,Anti-Glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,965.99,Other,i5,0.0,16.0,256,Unknown,14.0,56.822941176470586,256.0,Mid-Range
Dell,G15 5521 Laptop,15.6 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 11 Home,Unknown,Dedicated,Nvidia Geforce Rtx 3060,Unknown,4.2,1163.99,Other,i7,0.0,16.0,1000,Unknown,15.6,68.47,1000.0,High-End
Lenovo,Thinkpad X1 Yoga Gen 7,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,1152.45,Other,i5,0.0,16.0,256,Unknown,14.0,67.79117647058824,256.0,Mid-Range
Lenovo,Lenovo Flex 5 2 In 1,14 Inches,Black,256 Gb,Ryzen 3 4300U,4 Gb,Windows 10,Dolby,Integrated,Integrated Amd Radeon Graphics,Unknown,4.2,468.0,Other,Ryzen 3,0.0,4.0,256,Unknown,14.0,93.6,256.0,Entry-Level
Asus,Rog Strix Scar Gl703Ge,17.3 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 10 Home,Unknown,Dedicated,Nvidia Geforce Gtx 1050 Ti,Unknown,4.3,1699.0,Other,i7,0.0,16.0,1000,Unknown,17.3,99.94117647058823,1000.0,High-End
Lenovo,Thinkpad P15S Gen 2,15.6 Inches,Black,1 Tb,Core i7 Family,32 Gb,Windows 10 Pro,Anti-Glare Screen,Quadro T500,Unknown,Unknown,1.0,1349.99,Other,i7,0.0,32.0,1,Unknown,15.6,40.90878787878788,1.0,High-End
Iview,Iview Megatron 4G,14.1 Inches,Silver,64 Gb,Intel Celeron D,4 Gb,Windows 10 Pro,Unknown,Integrated,Embedded,Unknown,3.1,239.99,Intel,Celeron,0.0,4.0,64,Unknown,14.1,47.998000000000005,64.0,Entry-Level
Msi,Cprom15843,15.6 Inches,Black,1 Tb,Core i7 Family,16 Gb,Windows 11 Pro,Unknown,"Integrated, Dedicated",Nvidia Geforce Gtx 1050,Unknown,4.2,1246.47,Other,i7,0.0,16.0,1,Unknown,15.6,73.32176470588236,1.0,High-End
Dell,Latitude 7420,14 Inches,Black,512 Gb,Core i5,16 Gb,Windows 10 Pro,Anti Glare,Integrated,Intel Iris Xe Graphics,Unknown,4.2,792.95,Other,i5,0.0,16.0,512,Unknown,14.0,46.64411764705883,512.0,Mid-Range
Hp,Zbook 17 G3,17.3 Inches,Black,1000 Gb,Core i7,16 Gb,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,Unknown,Integrated,Integrated Graphics,Unknown,1.0,474.98,Other,i7,0.0,16.0,1000,Unknown,17.3,27.94,1000.0,High-End
Lenovo,300E-Convertible,11.6 Inches,Black,64 Gb,Celeron N3450,4 Gb,Windows 10 Home,Unknown,Integrated,Intel Hd Graphics 500,Unknown,4.0,269.99,Other,Celeron,0.0,4.0,64,Unknown,11.6,53.998000000000005,64.0,Entry-Level
Acer,Acer Swift,14 Inches,Black,512 Gb,Intel Core i7-1165G7,8 Gb,Windows 10,"Backlit Keyboard,Fingerprint Reader",Integrated,Intel Iris Xe Graphics,Unknown,2.9,599.99,Intel,i7,0.0,8.0,512,Unknown,14.0,66.66555555555556,512.0,Mid-Range
Dell,Latitude 7000,14 Inches,Black,256 Gb,Core i5,16 Gb,Windows 11 Pro,Anti-Glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,1359.99,Other,i5,0.0,16.0,256,Unknown,14.0,79.99941176470588,256.0,Mid-Range
Dell,Dell G16 7620,16 Inches,Obsidian Black,1 Tb,Intel Core i7,32 Gb,Windows 10 Pro,"Hd Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,Unknown,Unknown,4.2,1374.98,Intel,i7,0.0,32.0,1,Unknown,16.0,41.666060606060604,1.0,High-End
Msi,Creatorpro X17 A12Uks-059,17.3 Inches,Black,1 Tb,Core i9,32 Gb,Windows 11,Unknown,Dedicated,Nvidia Quadro Rtx 3000,Unknown,5.0,4499.0,Other,i9,0.0,32.0,1,Unknown,17.3,136.33333333333334,1.0,High-End
Lenovo,Lenovo Ideapad,15.6 Inches,Black,256 Gb,Core i3,4 Gb,Windows 11 Home In S Mode,Unknown,Integrated,Unknown,2.4 Ghz,3.7,360.0,Other,i3,0.0,4.0,256,Unknown,15.6,72.0,256.0,Entry-Level
Dell,Alienware M18 Laptop,18 Inches,Black,2000 Gb,Core i9,64 Gb,Windows 11 Pro,Unknown,Integrated,Nvidia Geforce Rtx 4080,Unknown,4.2,3416.35,Other,i9,0.0,64.0,2000,Unknown,18.0,52.559230769230766,2000.0,High-End
Dell,Latitude 7320 Detachable 2-In-1,13 Inches,Black,256 Gb,Core i5,8 Gb,Windows 11 Pro,Wifi & Bluetooth,Integrated,Unknown,Unknown,3.0,749.99,Other,i5,0.0,8.0,256,Unknown,13.0,83.33222222222223,256.0,Budget
Asus,E410Ma-Tb.Cl464,14 Inches,Black,64 Gb,Celeron,4 Gb,Windows 11 S,Unknown,Integrated,Intel Uhd Graphics 600,1.1 Ghz,4.6,229.99,Other,Celeron,0.0,4.0,64,Unknown,14.0,45.998000000000005,64.0,Entry-Level
Hp,Hp Stream,11.6 Inches,Black,32 Gb,Others,4 Gb,Windows 10,Unknown,Integrated,Unknown,1 Ghz,4.8,176.24,Other,Other,0.0,4.0,32,Unknown,11.6,35.248000000000005,32.0,Entry-Level
Lenovo,Lenovo Ideapad,15.6 Inches,Abyss Blue,256 Gb,Core i3-10110U,8 Gb,Windows 10,Unknown,Integrated,Intel Uhd Graphics,Unknown,4.5,400.0,Other,i3,0.0,8.0,256,Unknown,15.6,44.44444444444444,256.0,Budget
Toughbook,Cf-20 Mk1,10.1 Inches,Black,256 Gb,Core M Family,8 Gb,Windows 10 Pro,Backlit Keyboard,Integrated,Intel Hd Graphics 515,Unknown,4.2,863.99,Other,Other,0.0,8.0,256,Unknown,10.1,95.99888888888889,256.0,Budget
Lenovo,Thinkbook 14 Gen 4,14 Inches,Mineral Grey,2 Tb,Core i7 Family,16 Gb,Windows 11 Pro,Anti-Glare,Integrated,Unknown,Unknown,4.2,1199.0,Other,i7,0.0,16.0,2,Unknown,14.0,70.52941176470588,2.0,High-End
Dell,Xps 9530 Laptop,15.6 Inches,Platinum Silver,1000 Gb,Core i7,64 Gb,Windows 11 Pro,Unknown,Dedicated,Nvidia Geforce Rtx 4050,Unknown,4.2,2465.99,Other,i7,0.0,64.0,1000,Unknown,15.6,37.93830769230769,1000.0,High-End
Dell,Dell Inspiron 15 3525 Laptop,15.6 Inches,Black,2 Tb,Ryzen 7,64 Gb,Windows 11 Home,Unknown,Integrated,Amd Radeon,Unknown,4.1,971.04,Other,Ryzen 7,0.0,64.0,2,Unknown,15.6,14.939076923076923,2.0,High-End
Dell,Latitude 5440,14 Inches,Black,512 Gb,Core i7 Family,32 Gb,Windows 11 Pro,"Anti-Glare,Backlit Keyboard",Integrated,Intel,Unknown,4.2,996.99,Other,i7,0.0,32.0,512,Unknown,14.0,30.21181818181818,512.0,High-End
Msi,Gl66 12Ugkv,15.6 Inches,Core Black,2 Tb,Core I7 11800H,64 Gb,Windows 11 Pro,"Hd Audio, Backlit Keyboard, Numeric Keypad",Dedicated,Unknown,Unknown,4.8,1808.99,Other,i7,0.0,64.0,2,Unknown,15.6,27.830615384615385,2.0,High-End
Hp,Hp Stream,11.6 Inches,White,32 Gb,Celeron N4000,4 Gb,Windows 10 S,Anti Glare Coating,Integrated,Unknown,Unknown,4.2,194.97,Other,Celeron,0.0,4.0,32,Unknown,11.6,38.994,32.0,Entry-Level
Dell,Latitude 7000,13.3 Inches,Carbon Fiber,512 Gb,Core i7,16 Gb,Windows 10 Pro,Anti-Glare Screen,Iris Xe Graphics,Unknown,Unknown,4.2,1718.99,Other,i7,0.0,16.0,512,Unknown,13.3,101.11705882352942,512.0,High-End
Dell,Latitude 9000,14 Inches,Black,512 Gb,Core i7,16 Gb,Windows 11 Pro,"Anti-Reflection, Anti-Smudge, Corning Gorilla Glass, Anti-Glare Screen",Iris Xe Graphics,Intel Iris Xe Graphics,Unknown,4.2,2643.99,Other,i7,0.0,16.0,512,Unknown,14.0,155.52882352941174,512.0,High-End
